areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,2020-02-15,0,32,0,32,,
nation,England,E92000001,2020-02-14,0,32,0,32,,
nation,England,E92000001,2020-02-13,1,32,1,32,,
nation,England,E92000001,2020-02-12,1,31,1,31,,
nation,England,E92000001,2020-02-11,4,30,4,30,,
nation,England,E92000001,2020-02-10,1,26,1,26,,
nation,England,E92000001,2020-02-09,1,25,1,25,,
nation,England,E92000001,2020-02-08,3,24,3,24,,
nation,England,E92000001,2020-02-07,0,21,0,21,,
nation,England,E92000001,2020-02-06,0,21,0,21,,
nation,England,E92000001,2020-02-05,1,21,1,21,,
nation,England,E92000001,2020-02-04,0,20,0,20,,
nation,England,E92000001,2020-02-03,18,20,18,20,,
nation,England,E92000001,2020-02-02,1,2,1,2,,
nation,England,E92000001,2020-02-01,0,1,0,1,,
nation,England,E92000001,2020-01-31,0,1,0,1,,
nation,England,E92000001,2020-01-30,1,1,1,1,,
